,0.1,0.25,0.5,0.75,0.9
15.0,-31.018459999999997,-16.131774999999998,-0.157534,17.3893,31.38872
15.1,-31.761049999999997,-16.717025,-1.01745,17.641225,32.28346
15.2,-32.71078,-16.457575,1.21238,16.560724999999998,31.585969999999993
15.299999999999999,-32.060539999999996,-16.46765,0.39400650000000004,18.317525,33.538579999999996
15.399999999999999,-32.25645,-16.49755,0.05955245000000001,17.212,34.638799999999996
15.499999999999998,-31.95945,-18.792875000000002,0.0611443,17.055875,34.22956999999999
15.599999999999998,-32.41362,-17.019399999999997,-0.669751,17.503925000000002,32.68930999999999
15.699999999999998,-32.636329999999994,-17.349,-1.5076800000000001,15.500625,30.57993
15.799999999999997,-33.163560000000004,-17.3887,-1.124755,17.31605,33.479099999999995
15.899999999999997,-32.28749,-17.8532,0.7527735,17.216375,35.627109999999995
15.999999999999996,-31.44632,-16.39715,1.166235,17.069825,31.60615
16.099999999999994,-31.81332,-15.160150000000002,1.0728,18.186325,33.69647
16.199999999999996,-32.924679999999995,-17.41125,-0.4499325,16.37835,33.11870999999999
16.299999999999997,-33.930249999999994,-17.959575,0.8869290000000001,17.05295,31.565449999999995
16.399999999999995,-31.723599999999998,-16.17105,2.326515,18.8592,34.691509999999994
16.499999999999993,-32.538869999999996,-17.28065,-0.39166449999999997,17.934475,31.47001
16.599999999999994,-34.1677,-17.121475,-0.22627049999999999,16.684275,32.32138
16.699999999999996,-30.51465,-15.817450000000001,1.512475,18.4767,36.00115999999999
16.799999999999994,-30.94832,-16.964075,1.1514250000000001,19.324,33.70676
16.89999999999999,-31.39307,-15.194775,2.98482,21.128075,36.70587
16.999999999999993,-31.88402,-16.304299999999998,1.080975,18.379,33.25042
17.099999999999994,-28.65128,-14.92605,1.276555,18.058475,33.11462
17.199999999999992,-32.42167,-15.758700000000001,1.6873,18.0029,34.08800999999999
17.29999999999999,-33.43446,-15.85905,1.6714250000000002,19.076925000000003,33.654259999999994
17.39999999999999,-33.65389,-18.83555,-1.5596700000000001,15.38595,32.56599
17.499999999999993,-32.62571,-16.863999999999997,-0.6656095,17.5066,34.046899999999994
17.59999999999999,-33.555859999999996,-17.946775,1.153395,17.194625,35.481429999999996
17.69999999999999,-30.8415,-15.550650000000001,1.21579,18.43075,33.34133999999999
17.79999999999999,-31.527,-15.9673,1.380735,20.948675,37.11568
17.89999999999999,-30.863139999999998,-15.947075,0.466614,17.44745,33.02227
17.99999999999999,-29.726589999999998,-15.062525,1.8928600000000002,18.023125,34.79202
18.099999999999987,-30.49103,-15.45055,2.77574,19.159725,34.19103
18.19999999999999,-33.48638999999999,-16.5124,1.153785,18.419975,34.56635
18.29999999999999,-31.28837,-16.458075,1.2538,19.700975,36.58055999999999
18.399999999999988,-30.7087,-14.485325,2.1551549999999997,19.239775,36.45851
18.499999999999986,-30.763009999999998,-17.024350000000002,0.47061,18.633325,33.790519999999994
18.599999999999987,-31.336409999999997,-16.09985,1.1786050000000001,18.735374999999998,33.57575
18.69999999999999,-33.15189,-18.2885,-1.090535,18.516225000000002,33.93098
18.799999999999986,-32.63692999999999,-17.168125,0.49486850000000004,17.546325,32.72193
18.899999999999984,-32.12729,-14.576975000000001,2.1186550000000004,18.686625,33.81581
18.999999999999986,-28.988319999999998,-16.38765,1.074575,19.8568,34.69358
19.099999999999987,-29.720339999999997,-13.28875,1.714455,18.452949999999998,33.80474
19.199999999999985,-33.17712,-16.383975,0.6547434999999999,17.1205,31.465529999999998
19.299999999999983,-32.59792,-16.80785,-0.21363149999999997,17.547825,33.108309999999996
19.399999999999984,-31.619149999999998,-14.481300000000001,2.31773,20.39515,35.70167999999999
19.499999999999986,-31.56686,-16.911175,2.12358,19.2945,34.00196
19.599999999999984,-30.340899999999998,-15.956675,1.6167099999999999,18.725649999999998,34.23838
19.69999999999998,-32.13143,-15.978175,-0.395875,17.050675,32.967119999999994
19.799999999999983,-33.23206,-15.653075,3.0705,20.724825,35.268159999999995
19.899999999999984,-31.6673,-15.5405,1.71302,18.348275,32.30084
19.999999999999982,-29.67063,-14.048075,1.62241,19.52875,37.31189
20.09999999999998,-31.838820000000002,-16.18125,1.94818,18.64215,33.387969999999996
20.19999999999998,-30.585069999999998,-14.726775,2.2045399999999997,18.6251,34.38229
20.299999999999983,-32.21109,-16.348925,1.67673,20.1863,35.90702999999999
20.39999999999998,-30.9985,-17.45325,2.122415,18.9812,33.872
20.49999999999998,-30.236059999999995,-13.96895,2.2831799999999998,18.800175,34.51684999999999
20.59999999999998,-29.5994,-16.2633,1.4283899999999998,18.923650000000002,35.209179999999996
20.69999999999998,-30.91339,-15.067475,1.7061350000000002,20.115375,34.56505
20.79999999999998,-29.78831,-14.015049999999999,4.652865,19.945775,33.313219999999994
20.899999999999977,-31.4737,-13.80975,3.523105,19.646250000000002,35.081309999999995
20.99999999999998,-29.45844,-14.30885,3.484065,21.4161,36.525330000000004
21.09999999999998,-29.49107,-14.8521,1.3479700000000001,19.213,35.93033
21.199999999999978,-30.18262,-13.960925,2.64848,21.455125,37.72136
21.299999999999976,-30.1281,-13.99645,4.192575,20.741075,35.49501
21.399999999999977,-26.29778,-13.602825,3.049625,20.127275,38.10096
21.49999999999998,-29.86142,-14.6607,3.651665,20.548075,37.08291
21.599999999999977,-27.432619999999996,-13.701575,3.633935,21.645925,37.08256999999998
21.699999999999974,-29.63928,-13.478225,3.2024749999999997,20.659675,35.42921999999998
21.799999999999976,-30.49849,-13.7215,2.17928,19.652175,36.36485
21.899999999999977,-29.296509999999998,-13.6656,4.48235,22.021774999999998,36.43629999999999
21.999999999999975,-29.28625,-14.656375,1.470555,19.008425000000003,36.492760000000004
22.099999999999973,-27.84507,-12.798725000000001,4.398905,20.738950000000003,36.48267
22.199999999999974,-28.76558,-13.4281,5.227155,21.981825,36.87677
22.299999999999976,-27.583099999999998,-12.785675000000001,4.33107,22.902025000000002,38.73681
22.399999999999974,-27.962989999999998,-12.4613,5.660905,23.379775000000002,38.04346
22.49999999999997,-25.85739,-11.68225,5.7584599999999995,21.665599999999998,37.26862
22.599999999999973,-29.898419999999998,-12.199300000000001,6.180725,23.694,38.88544999999999
22.699999999999974,-29.670859999999998,-12.671425,4.59207,21.02845,36.534909999999996
22.799999999999972,-26.11221,-10.2063,6.612299999999999,22.496475,37.72362999999999
22.89999999999997,-26.45251,-11.72705,4.931655,21.776049999999998,36.87988
22.99999999999997,-28.690389999999997,-12.921275,4.28219,22.164825,39.16239
23.099999999999973,-27.315289999999997,-10.88705,6.200695,24.3911,40.29698
23.19999999999997,-28.39633,-11.77225,6.039035,23.241825,39.81991
23.29999999999997,-27.403129999999997,-11.647874999999999,5.460925,21.800974999999998,37.409459999999996
23.39999999999997,-26.06789,-11.0535,6.091514999999999,23.172725,40.73059
23.49999999999997,-28.03417,-11.57175,7.1069700000000005,25.298074999999997,39.606849999999994
23.59999999999997,-22.9587,-8.4333475,7.0319,26.034625,41.338809999999995
23.699999999999967,-24.661550000000002,-9.9421025,5.61857,23.809775000000002,39.25383
23.79999999999997,-23.83538,-8.553535,7.868875,24.594099999999997,40.1878
23.89999999999997,-23.87472,-8.2433775,8.30842,27.4542,43.13795999999999
23.999999999999968,-23.71708,-8.0795125,8.543385,27.00395,41.99171
24.099999999999966,-24.24605,-9.3203575,8.118929999999999,26.936525,41.156839999999995
24.199999999999967,-23.66787,-7.9282675000000005,9.143419999999999,26.739175,40.034389999999995
24.29999999999997,-20.389429999999997,-6.86329,10.022649999999999,27.46005,42.48695
24.399999999999967,-24.18529,-8.778509999999999,8.472365,25.573700000000002,40.14089
24.499999999999964,-25.75255,-9.3959925,9.04092,27.780675,42.587129999999995
24.599999999999966,-23.12507,-7.9172775,9.351465000000001,27.46615,42.944289999999995
24.699999999999967,-24.07349,-7.0171600000000005,10.702449999999999,27.801175,43.79891999999999
24.799999999999965,-21.74478,-7.428335000000001,10.2439,28.424025,45.42227
24.899999999999963,-21.275669999999998,-6.1713425,12.496500000000001,29.859475,46.09833
24.999999999999964,-22.234129999999997,-4.7395875,12.0562,30.579875,46.08247
25.099999999999966,-19.95939,-4.817145,11.98585,30.850375,45.443949999999994
25.199999999999964,-18.819849999999995,-3.3332499999999996,13.975850000000001,32.426025,48.996809999999996
25.29999999999996,-19.64038,-3.4654975,14.02245,31.96255,48.685210000000005
25.399999999999963,-19.365489999999998,-3.72866,15.0252,33.5379,49.42149
25.499999999999964,-18.87935,-2.558305,16.1792,33.103225,48.00947999999998
25.599999999999962,-18.2879,-1.5876575000000002,16.07505,32.475575,48.16048
25.69999999999996,-17.61219,-1.9997375,13.8582,33.391025,50.31888
25.79999999999996,-17.607039999999998,-0.7702215,16.555500000000002,34.14534999999999,48.35126999999999
25.899999999999963,-15.008109999999999,1.34109,18.6415,35.474525,50.00277
25.99999999999996,-13.52294,3.1981025,18.752,36.403075,51.13632
26.09999999999996,-14.13457,0.19606225,18.5053,35.5689,53.13789
26.19999999999996,-14.60016,0.086042175,19.13035,37.29965,53.355219999999996
26.29999999999996,-11.81084,2.1106725,19.30275,36.524675,52.159
26.39999999999996,-9.672911,5.5061875,20.856949999999998,37.592075,53.606899999999996
26.499999999999957,-11.39092,4.73148,20.96865,40.16945,52.96131
26.59999999999996,-12.55092,3.54541,22.133899999999997,37.85265,53.013239999999996
26.69999999999996,-7.630946999999996,8.170845,25.149250000000002,42.462500000000006,58.35789
26.799999999999958,-8.951080999999999,6.88516,25.0926,43.5867,58.293679999999995
26.899999999999956,-9.222842,6.8454125,24.93905,41.9358,59.20663
26.999999999999957,-7.448599999999999,8.14645,26.110999999999997,43.620650000000005,59.97268
27.09999999999996,-5.516799,9.8919275,26.9821,46.906949999999995,62.87875
27.199999999999957,-4.394438,9.887072499999999,27.47845,44.106725,59.06868
27.299999999999955,-0.6130120999999997,12.668425000000001,29.536,47.799875,65.17308
27.399999999999956,-2.534231999999999,14.33435,32.077,50.423825,65.89489999999999
27.499999999999957,-1.415180999999997,14.6933,31.222949999999997,48.386224999999996,63.07795
27.599999999999955,-0.6720401999999991,15.19875,32.1883,51.13825,67.70324999999998
27.699999999999953,0.272206400000002,15.7583,34.39565,51.436049999999994,67.36523000000001
27.799999999999955,4.953861,17.789575,34.995549999999994,52.394425,69.20297
27.899999999999956,6.336711,21.956475,38.7329,54.219924999999996,69.40619000000001
27.999999999999954,6.973023000000001,22.684124999999998,39.25425,55.781375000000004,71.97664
28.09999999999995,9.795711,25.649050000000003,42.4281,57.775025,73.56304999999999
28.199999999999953,12.220530000000004,26.037675,43.23265,61.1451,77.47291999999999
28.299999999999955,10.324670000000001,27.161325,43.985699999999994,62.3574,79.30766
28.399999999999952,12.00564,27.500675,44.8575,62.5301,77.19398
28.49999999999995,12.81592,29.767674999999997,47.43925,65.23089999999999,79.99262999999999
28.59999999999995,15.2483,31.505425000000002,49.11035,66.24085,81.71146999999999
28.699999999999953,17.33954,32.023250000000004,49.56595,65.9074,83.17904
28.79999999999995,17.78278,34.535525,53.852850000000004,70.37502500000001,85.0177
28.89999999999995,20.44214,38.399,55.770700000000005,71.894625,86.20866
28.99999999999995,24.13946,39.376450000000006,57.59525,73.534025,89.17735999999998
29.09999999999995,25.079610000000002,43.743075000000005,59.45165,75.295,89.67148
29.19999999999995,29.866370000000007,43.8821,61.68055,78.0969,93.81621
29.299999999999947,30.71712,47.29965,63.7441,81.8322,96.67069
29.39999999999995,31.700610000000005,49.454,66.2825,83.533075,97.80304000000001
29.49999999999995,37.91105,53.8141,70.2193,87.318325,102.5713
29.599999999999948,37.40475,54.400075,72.97505000000001,89.6859,107.7743
29.699999999999946,40.80388,56.81965,73.51455,90.95165,105.567
29.799999999999947,45.96054,61.35205,77.0792,93.09965,110.08699999999999
29.89999999999995,46.78829,62.97635,79.62895,97.08175,112.44899999999998
29.999999999999947,50.30632,67.401425,83.4237,101.76774999999999,116.9712
30.099999999999945,54.04012,69.4089,86.96940000000001,105.2255,119.8657
30.199999999999946,56.02642,72.28895,88.7816,106.42525,123.29679999999999
30.299999999999947,59.61784,75.34715,91.95845,108.6985,124.5175
30.399999999999945,63.266940000000005,79.91665,97.2028,115.217,130.8235
30.499999999999943,66.3891,81.07495,97.67425,117.83349999999999,133.40019999999998
30.599999999999945,71.15272999999999,86.504675,106.0715,121.4785,136.99699999999999
30.699999999999946,75.95072,90.604,106.39949999999999,126.745,142.7389
30.799999999999944,78.98344,95.50315,112.5365,131.019,145.2404
30.89999999999994,82.97022,99.19977499999999,116.3725,132.65025,148.6587
30.999999999999943,90.86699,106.13575,122.1875,138.88774999999998,153.4762
31.099999999999945,93.63571,108.67275,126.7645,143.29175,160.4924
31.199999999999942,98.44714,114.7175,132.834,148.74525,166.12269999999998
31.29999999999994,103.6435,119.34625,137.11950000000002,154.582,171.3883
31.39999999999994,109.57469999999999,124.4375,141.65949999999998,158.65275,176.1189
31.499999999999943,115.75160000000001,132.11325,148.8895,165.6605,181.4005
31.59999999999994,123.53699999999999,138.08724999999998,154.5845,172.377,186.452
31.69999999999994,126.8728,142.727,159.962,178.30700000000002,192.68059999999997
31.79999999999994,133.6899,148.26024999999998,166.709,183.3515,198.898
31.89999999999994,140.6041,154.923,172.0245,190.699,205.6673
31.99999999999994,146.5653,160.40800000000002,180.4545,199.147,211.6972
32.09999999999994,153.5523,168.615,186.2505,203.54500000000002,220.9953
32.19999999999994,158.9045,174.41649999999998,192.11450000000002,209.4995,224.9202
32.29999999999994,165.88119999999998,182.82625000000002,200.79149999999998,217.69400000000002,233.47299999999998
32.399999999999935,175.0719,191.15449999999998,207.9675,225.64825000000002,242.0444
32.499999999999936,183.2551,199.87725,217.8065,234.532,250.5471
32.59999999999994,190.7858,207.85825,225.357,243.75025,258.6954
32.69999999999994,199.046,215.2065,233.361,251.49625,266.4612
32.79999999999994,207.82229999999998,224.78625,242.5995,261.44575,277.28209999999996
32.899999999999935,221.3405,236.3325,253.9975,272.2285,288.1337
32.999999999999936,227.2775,243.5855,262.166,280.42225,297.07710000000003
33.09999999999994,238.3323,254.474,271.5385,290.4325,307.03430000000003
33.19999999999993,247.1098,264.31075,282.1115,299.9015,317.4211
33.29999999999993,256.5757,273.324,292.45050000000003,310.83750000000003,326.4376
33.399999999999935,268.9825,285.268,304.6565,325.12624999999997,342.4335
33.499999999999936,284.09740000000005,300.8275,319.226,337.13599999999997,353.7187
33.59999999999994,294.8893,310.4365,329.3995,348.17725,365.956
33.69999999999993,306.9542,324.976,343.7315,362.92025,379.8524
33.79999999999993,317.8616,336.33575,356.64599999999996,377.185,393.9557
33.899999999999935,329.8753,347.992,369.07399999999996,390.10425,408.0643
33.99999999999993,346.8099,363.69100000000003,383.7895,403.84375,422.2292
34.09999999999993,361.84590000000003,379.2215,399.219,419.182,436.6484
34.19999999999993,374.9616,393.39375,413.79200000000003,433.77875,451.99499999999995
34.29999999999993,390.336,408.79625,429.94050000000004,450.66375,468.3712
34.399999999999935,406.7214,426.3195,448.4095,471.06449999999995,489.6169
34.49999999999993,421.9185,442.02025,462.9385,486.07275,506.6673
34.59999999999993,440.14300000000003,460.22249999999997,483.267,506.00374999999997,525.0875
34.69999999999993,458.2616,479.22950000000003,502.42499999999995,525.44775,546.9326
34.799999999999926,477.7721,499.44325000000003,522.7170000000001,545.3415,567.4787
34.89999999999993,496.99670000000003,517.9725,541.2819999999999,566.13375,587.8524
